rank,ticker,name,market_cap_usd,market_cap_h,gics_sector,gics_industry
1338,DEI,Douglas Emmett,1957902700,1.96B,Real Estate,Office REITs
1339,LPG,Dorian LPG Ltd.,1957735410,1.96B,Energy,Oil & Gas Storage & Transportation
1340,SEDG,SolarEdge,1954057770,1.95B,Information Technology,Semiconductor Materials & Equipment
1341,WS,Worthington Steel,1949275980,1.95B,Materials,Steel
1342,ATEN,"A10 Networks, Inc.",1948826134,1.95B,Information Technology,Systems Software
1343,GNL,"Global Net Lease, Inc.",1946884726,1.95B,Real Estate,Diversified REITs
1344,STRA,"Strategic Education, Inc.",1929355610,1.93B,Consumer Discretionary,Education Services
1345,EPAC,Enerpac Tool Group,1928912069,1.93B,Industrials,Industrial Machinery & Supplies & Components
1346,AMR,"Alpha Metallurgical Resources, Inc.",1927560926,1.93B,Materials,Steel
1347,PLAB,"Photronics, Inc.",1925164829,1.93B,Information Technology,Semiconductor Materials & Equipment
1348,SAM,Boston Beer Company,1920530597,1.92B,Consumer Staples,Brewers
1349,MBC,"MasterBrand, Inc.",1906705868,1.91B,Industrials,Building Products
1350,NBHC,National Bank Holdings Corporation,1898275445,1.90B,Financials,Regional Banks
1351,CTS,CTS Corporation,1891276890,1.89B,Information Technology,Electronic Manufacturing Services
1352,VSTS,Vestis,1877213220,1.88B,Industrials,Diversified Support Services
1353,WKC,World Kinect Corporation,1863453532,1.86B,Energy,Oil & Gas Refining & Marketing
1354,LMAT,LeMaitre Vascular,1862700912,1.86B,Health Care,Health Care Equipment
1355,GT,Goodyear Tire and Rubber Company,1854067882,1.85B,Consumer Discretionary,Tires & Rubber
1356,SONO,"Sonos, Inc.",1850117872,1.85B,Consumer Discretionary,Consumer Electronics
1357,TFIN,"Triumph Bancorp, Inc.",1816223808,1.82B,Financials,Regional Banks
1358,EYE,National Vision Holdings,1806630734,1.81B,Consumer Discretionary,Specialty Stores
1359,CASH,"Pathward Financial, Inc.",1804166458,1.80B,Financials,Regional Banks
1360,STBA,"S&T Bancorp, Inc.",1793927256,1.79B,Financials,Regional Banks
1361,XHR,"Xenia Hotels & Resorts, Inc.",1790491643,1.79B,Real Estate,Hotel & Resort REITs
1362,HOPE,"Hope Bancorp, Inc.",1787108256,1.79B,Financials,Regional Banks
1363,EVTC,"EVERTEC, Inc.",1783613401,1.78B,Financials,Transaction & Payment Processing Services
1364,PRGO,Perrigo,1781797126,1.78B,Health Care,Pharmaceuticals
1365,DCOM,"Dime Community Bancshares, Inc.",1780393896,1.78B,Financials,Regional Banks
1366,AIN,Albany International Corp.,1779154602,1.78B,Industrials,Industrial Machinery & Supplies & Components
1367,ANIP,"ANI Pharmaceuticals, Inc.",1778983858,1.78B,Health Care,Pharmaceuticals
1368,ASTH,"Astrana Health, Inc.",1773102944,1.77B,Health Care,Health Care Facilities
1369,SRPT,Sarepta Therapeutics,1772421484,1.77B,Health Care,Biotechnology
1370,CPRI,Capri Holdings,1757528431,1.76B,Consumer Discretionary,"Apparel, Accessories & Luxury Goods"
1371,PRGS,Progress Software Corporation,1756994441,1.76B,Information Technology,Systems Software
1372,FTRE,Fortrea,1752693029,1.75B,Health Care,Biotechnology
1373,INSP,"Inspire Medical Systems, Inc.",1739248155,1.74B,Health Care,Health Care Equipment
1374,DXC,DXC Technology,1732001013,1.73B,Information Technology,IT Consulting & Other Services
1375,BL,"BlackLine Systems, Inc.",1717601684,1.72B,Information Technology,Application Software
1376,EZPW,"EZCORP, Inc.",1716853762,1.72B,Financials,Consumer Finance
1377,IIPR,"Innovative Industrial Properties, Inc.",1715365611,1.72B,Real Estate,Industrial REITs
1378,JJSF,J&J Snack Foods Corp.,1712099548,1.71B,Consumer Staples,Packaged Foods & Meats
1379,PRG,"PROG Holdings, Inc.",1706785413,1.71B,Financials,Consumer Finance
1380,EFC,"Ellington Financial, Inc.",1705353334,1.71B,Financials,Specialized Finance
1381,BLFS,"BioLife Solutions, Inc.",1695106353,1.70B,Health Care,Health Care Supplies
1382,LZB,"La-Z-Boy, Inc.",1686072238,1.69B,Consumer Discretionary,Home Furnishings
1383,KMPR,Kemper Corporation,1678504367,1.68B,Financials,Multi-line Insurance
1384,FUN,Six Flags,1674918113,1.67B,Consumer Discretionary,Leisure Facilities
1385,OMCL,Omnicell,1674078702,1.67B,Health Care,Health Care Technology
1386,MLKN,"MillerKnoll, Inc.",1668338083,1.67B,Industrials,Office Services & Supplies
1387,ARLO,Arlo Technologies,1654127463,1.65B,Information Technology,Communications Equipment
1388,SLVM,Sylvamo Corp.,1631963093,1.63B,Materials,Paper Products
1389,CXM,"Sprinklr, Inc.",1606809338,1.61B,Information Technology,Application Software
1390,UTI,Universal Technical Institute,1594027021,1.59B,Consumer Discretionary,Education Services
1391,SBH,"Sally Beauty Holdings, Inc.",1575663167,1.58B,Consumer Discretionary,Specialty Stores
1392,CNXC,Concentrix,1569391920,1.57B,Industrials,Data Processing & Outsourced Services
1393,FLO,Flowers Foods,1568749922,1.57B,Consumer Staples,Packaged Foods & Meats
1394,TNDM,Tandem Diabetes Care,1557171404,1.56B,Health Care,Health Care Equipment
1395,CRSR,Corsair Gaming,1552339402,1.55B,Information Technology,"Technology Hardware, Storage & Peripherals"
1396,WWW,"Wolverine World Wide, Inc.",1552062036,1.55B,Consumer Discretionary,Footwear
1397,XNCR,Xencor Inc,1547294151,1.55B,Health Care,Biotechnology
1398,ENR,Energizer,1545675666,1.55B,Consumer Staples,Household Products
1399,ENOV,Enovis,1534585270,1.53B,Health Care,Health Care Equipment
1400,LKFN,Lakeland Financial,1534474451,1.53B,Financials,Regional Banks
1401,HCSG,"Healthcare Services Group, Inc.",1525693819,1.53B,Industrials,Environmental & Facilities Services
1402,WD,"Walker & Dunlop, Inc.",1525092860,1.53B,Financials,Commercial & Residential Mortgage Finance
1403,SAFT,"Safety Insurance Group, Inc.",1519429887,1.52B,Financials,Property & Casualty Insurance
1404,DCH,Dauch Corporation,1507278725,1.51B,Consumer Discretionary,Automotive Parts & Equipment
1405,ADNT,Adient,1497222425,1.50B,Consumer Discretionary,Automotive Parts & Equipment
1406,GIII,"G-III Apparel Group, Ltd.",1496077679,1.50B,Consumer Discretionary,"Apparel, Accessories & Luxury Goods"
1407,VIR,"Vir Biotechnology, Inc.",1492484697,1.49B,Health Care,Biotechnology
1408,ROCK,"Gibraltar Industries, Inc.",1489918177,1.49B,Industrials,Building Products
1409,INVA,"Innoviva, Inc.",1481754913,1.48B,Health Care,Pharmaceuticals
1410,SCL,Stepan Company,1481025015,1.48B,Materials,Specialty Chemicals
1411,BJRI,"BJ's Restaurants, Inc.",1479590420,1.48B,Consumer Discretionary,Restaurants
1412,NSSC,Napco Security Technologies,1477682680,1.48B,Information Technology,Electronic Equipment & Instruments
1413,AZTA,"Azenta, Inc.",1476813482,1.48B,Health Care,Life Sciences Tools & Services
1414,CNMD,CONMED Corporation,1471205269,1.47B,Health Care,Health Care Equipment
1415,CRI,"Carter's, Inc.",1466978918,1.47B,Consumer Discretionary,"Apparel, Accessories & Luxury Goods"
1416,WEN,The Wendy's Company,1464796132,1.46B,Consumer Discretionary,Restaurants
1417,GBX,"The Greenbrier Companies, Inc.",1460972010,1.46B,Industrials,Construction Machinery & Heavy Transportation Equipment
1418,DMC,Del Monte Corporation,1449746203,1.45B,Consumer Staples,Packaged Foods & Meats
1419,TMP,Tompkins Financial Corporation,1420024258,1.42B,Financials,Regional Banks
1420,HLX,"Helix Energy Solutions Group, Inc.",1414871547,1.41B,Energy,Oil & Gas Equipment & Services
1421,REX,REX American Resources Corporation,1409734305,1.41B,Energy,Oil & Gas Refining & Marketing
1422,AESI,"Atlas Energy Solutions, Inc.",1407685988,1.41B,Energy,Oil & Gas Equipment & Services
1423,YELP,"Yelp, Inc.",1405562364,1.41B,Communication Services,Interactive Media & Services
1424,AAT,American Assets Trust,1401858178,1.40B,Real Estate,Diversified REITs
1425,UFCS,"United Fire Group, Inc.",1400175293,1.40B,Financials,Property & Casualty Insurance
1426,AMN,"Amn Healthcare Services, Inc.",1396297872,1.40B,Health Care,Health Care Services
1427,LGIH,LGI Homes,1395826272,1.40B,Consumer Discretionary,Homebuilding
1428,PAHC,Phibro Animal Health,1390964148,1.39B,Health Care,Pharmaceuticals
1429,XPEL,"XPEL, Inc.",1380417273,1.38B,Consumer Discretionary,Automotive Parts & Equipment
1430,WABC,Westamerica Bank,1366562501,1.37B,Financials,Regional Banks
1431,DFH,"Dream Finders Homes, Inc.",1363579877,1.36B,Consumer Discretionary,Homebuilding
1432,SDGR,"Schrödinger, Inc.",1358470193,1.36B,Health Care,Health Care Services
1433,VTOL,Bristow Group Inc.,1356417870,1.36B,Energy,Oil & Gas Equipment & Services
1434,IART,Integra Lifesciences Holdings,1341575728,1.34B,Health Care,Health Care Equipment
1435,FMC,FMC Corporation,1326152244,1.33B,Materials,Fertilizers & Agricultural Chemicals
1436,WINA,Winmark,1322349234,1.32B,Consumer Discretionary,Other Specialty Retail
1437,EFOR,Everforth Inc.,1321020050,1.32B,Information Technology,IT Consulting & Other Services
1438,LQDT,"Liquidity Services, Inc.",1317807896,1.32B,Industrials,Diversified Support Services
1439,AORT,Artivion,1316495692,1.32B,Health Care,Health Care Equipment
1440,LEG,Leggett & Platt,1313986116,1.31B,Consumer Discretionary,Home Furnishings
1441,EPC,Edgewell Personal Care,1308003369,1.31B,Consumer Staples,Household Products
1442,RES,"RPC, Inc.",1301126635,1.30B,Energy,Oil & Gas Equipment & Services
1443,CBRL,Cracker Barrel,1291690893,1.29B,Consumer Discretionary,Restaurants
1444,HLIT,Harmonic Inc.,1284597818,1.28B,Information Technology,Communications Equipment
1445,THRM,Gentherm Incorporated,1266896830,1.27B,Consumer Discretionary,Automotive Parts & Equipment
1446,UVV,Universal Corporation,1265878229,1.27B,Consumer Staples,Tobacco
1447,TRIP,TripAdvisor,1263408875,1.26B,Communication Services,Interactive Media & Services
1448,TNC,Tennant Company,1259772988,1.26B,Industrials,Industrial Machinery & Supplies & Components
1449,PRSU,"Pursuit Attractions & Hospitality, Inc.",1253607836,1.25B,Consumer Discretionary,"Hotels, Resorts & Cruise Lines"
1450,PFBC,Preferred Bank,1252404445,1.25B,Financials,Regional Banks
1451,CERT,"Certara, Inc.",1250817966,1.25B,Health Care,Health Care Technology
1452,MRTN,"Marten Transport, Ltd.",1220841935,1.22B,Industrials,Cargo Ground Transportation
1453,USPH,"U.S. Physical Therapy, Inc.",1218264105,1.22B,Health Care,Health Care Facilities
1454,GTM,ZoomInfo,1216839942,1.22B,Communication Services,Interactive Media & Services
1455,QNST,"QuinStreet, Inc.",1210948395,1.21B,Communication Services,Interactive Media & Services
1456,HFWA,Heritage Financial Corporation,1206730599,1.21B,Financials,Regional Banks
1457,STAA,STAAR Surgical Company,1205379418,1.21B,Health Care,Health Care Equipment
1458,UPWK,"Upwork, Inc.",1194420394,1.19B,Industrials,Human Resource & Employment Services
1459,MMI,"Marcus & Millichap, Inc.",1192179157,1.19B,Real Estate,Real Estate Services
1460,DEA,"Easterly Government Properties, Inc.",1181147516,1.18B,Real Estate,Office REITs
1461,LNN,Lindsay Corporation,1180200768,1.18B,Materials,Agricultural & Farm Machinery
1462,TRUP,Trupanion,1177316529,1.18B,Financials,Life & Health Insurance
1463,DFIN,"Donnelley Financial Solutions, Inc.",1164855472,1.16B,Financials,Financial Exchanges & Data
1464,UPBD,"Upbound Group, Inc.",1156077196,1.16B,Consumer Discretionary,Computer & Electronics Retail
1465,SAFE,"Safehold, Inc.",1153597266,1.15B,Real Estate,Other Specialized REITs
1466,DLX,Deluxe Corporation,1146865823,1.15B,Industrials,Commercial Printing
1467,VYX,NCR Voyix,1139076658,1.14B,Information Technology,IT Consulting & Other Services
1468,SCSC,"ScanSource, Inc.",1116832884,1.12B,Information Technology,Technology Distributors
1469,VRTS,"Virtus Investment Partners, Inc.",1103619293,1.10B,Financials,Asset Management & Custody Banks
1470,MSEX,Middlesex Water Company,1097094559,1.10B,Utilities,Water Utilities
1471,CFFN,Capitol Federal Savings Bank,1095614822,1.10B,Financials,Regional Banks
1472,OI,"O-I Glass, Inc.",1080228053,1.08B,Materials,"Metal, Glass & Plastic Containers"
1473,AOSL,"Alpha and Omega Semiconductor, Ltd.",1079859229,1.08B,Information Technology,Semiconductors
1474,ASTE,"Astec Industries, Inc.",1017423877,1.02B,Industrials,Construction Machinery & Heavy Transportation Equipment
1475,NX,Quanex Building Products Corporation,1009496649,1.01B,Industrials,Building Products
1476,CPF,Central Pacific Financial Corp.,1001575144,1.00B,Financials,Regional Banks
1477,ABR,Arbor Realty Trust,998085512,998.09M,Financials,Mortgage REITs
1478,PCRX,"Pacira BioSciences, Inc.",997344405,997.34M,Health Care,Pharmaceuticals
1479,NPK,"National Presto Industries, Inc.",988842312,988.84M,Industrials,Aerospace & Defense
1480,LZ,"LegalZoom.com, Inc.",988197961,988.20M,Industrials,Research & Consulting Services
1481,SMPL,Simply Good Foods Company,981697431,981.70M,Consumer Staples,Packaged Foods & Meats
1482,GO,Grocery Outlet,980323664,980.32M,Consumer Staples,Food Retail
1483,UTL,Unitil Corporation,979856485,979.86M,Utilities,Electric Utilities
1484,JBSS,"John B. Sanfilippo & Son, Inc.",972105099,972.11M,Consumer Staples,Packaged Foods & Meats
1485,KOP,"Koppers Holdings, Inc.",969028776,969.03M,Materials,Commodity Chemicals
1486,SBSI,"Southside Bancshares, Inc.",966970830,966.97M,Financials,Regional Banks
1487,HTLD,"Heartland Express, Inc.",956222860,956.22M,Industrials,Cargo Ground Transportation
1488,COLL,"Collegium Pharmaceutical, Inc.",955823444,955.82M,Health Care,Pharmaceuticals
1489,CSR,Centerspace Trust,951892483,951.89M,Real Estate,Multi-Family Residential REITs
1490,HAFC,Hanmi Financial Corporation,946107722,946.11M,Financials,Regional Banks
1491,NABL,"N-able, Inc.",940007623,940.01M,Information Technology,Systems Software
1492,TRST,TrustCo Bank Corp NY,938072522,938.07M,Financials,Regional Banks
1493,AMPH,"Amphstar Pharmaceuticals, Inc.",916250887,916.25M,Health Care,Pharmaceuticals
1494,SMP,"Standard Motor Products, Inc.",910590305,910.59M,Consumer Discretionary,Automotive Parts & Equipment
1495,WGO,"Winnebago Industries, Inc.",909127594,909.13M,Consumer Discretionary,Automobile Manufacturers
1496,APOG,"Apogee Enterprises, Inc.",908188164,908.19M,Industrials,Building Products
1497,MTUS,Metallus Inc,898205987,898.21M,Materials,Steel
1498,EIG,"Employers Holdings, Inc.",888865472,888.87M,Financials,Property & Casualty Insurance
1499,FOXF,Fox Factory,886110455,886.11M,Consumer Discretionary,Automotive Parts & Equipment
1500,ADAM,"Adamas Trust, Inc.",882619471,882.62M,Real Estate,Mortgage REITs
1501,WRLD,World Acceptance Corporation,872620896,872.62M,Financials,Consumer Finance
1502,NAVI,Navient,853423899,853.42M,Financials,Consumer Finance
1503,EGBN,Eagle Bancorp Inc,844889205,844.89M,Financials,Regional Banks
1504,PMT,PennyMac Mortgage Investment Trust,841502760,841.50M,Real Estate,Mortgage REITs
1505,BFS,"Saul Centers, Inc.",840628563,840.63M,Real Estate,Retail REITs
1506,HSTM,"HealthStream, Inc.",839771487,839.77M,Health Care,Health Care Technology
1507,QDEL,QuidelOrtho,838067252,838.07M,Health Care,Health Care Supplies
1508,SABR,Sabre,835417226,835.42M,Consumer Discretionary,"Hotels, Resorts & Cruise Lines"
1509,HTZ,Hertz,809144655,809.14M,Industrials,Passenger Ground Transportation
1510,PZZA,Papa John's Pizza,805112259,805.11M,Consumer Discretionary,Restaurants
1511,SCHL,Scholastic Corporation,791850889,791.85M,Consumer Discretionary,Publishing
1512,HZO,"MarineMax, Inc.",788055104,788.06M,Consumer Discretionary,Specialty Stores
1513,AHCO,AdaptHealth Corp.,759098133,759.10M,Health Care,Health Care Equipment
1514,SHEN,Shenandoah Telecommunications Co,746315861,746.32M,Communication Services,Wireless Telecommunication Services
1515,VRRM,Verra Mobility Corporation,744342614,744.34M,Industrials,Data Processing & Outsourced Services
1516,MATW,Matthews International Corporation,739497804,739.50M,Consumer Discretionary,Specialized Consumer Services
1517,AGNT,"eXp World Holdings, Inc.",733647721,733.65M,Real Estate,Real Estate Services
1518,JBGS,JBG Smith,708391674,708.39M,Real Estate,Office REITs
1519,FBRT,"Franklin BSP Realty Trust, Inc.",656889227,656.89M,Real Estate,Mortgage REITs
1520,NXRT,"NexPoint Residential Trust, Inc.",652286743,652.29M,Real Estate,Multi-Family Residential REITs
1521,AMSF,"Amerisafe, Inc.",539770024,539.77M,Financials,Property & Casualty Insurance
1522,CCOI,"Cogent Communications Holdings, Inc.",508060105,508.06M,Communication Services,Alternative Carriers
